user_id,gender,dob,age,country,region,device_type,platform_name,title_id,watch_duration_min,completed,subscription_start,subscription_end,plan_name,monthly_cost_usd,currency,payment_mode,auto_renew,resolution,device_limit,simultaneous_streams,ads_included
U1111,Female,28-01-1979,46,Wallis and Futuna,Hawaii,TV,"Hotstar,Prime",,92,1,21-04-2024,21-04-2025,Standard,10.34,USD,Card,FALSE,SD,4,1,FALSE
U1112,Female,20-01-1990,35,Uzbekistan,Connecticut,Mobile,"Hotstar,Netflix",,34,1,22-06-2024,22-06-2025,Standard,19.99,USD,UPI,FALSE,SD,4,3,FALSE
U1113,Female,10-12-1977,47,Bhutan,Washington,TV,"Hotstar,Prime",,85,0,11-07-2023,10-07-2024,Basic,6.74,INR,Wallet,TRUE,HD,4,2,TRUE
U1114,Other,08-08-1964,60,Myanmar,Ohio,Mobile,Netflix,,37,1,02-08-2023,01-08-2024,Premium,19.81,INR,UPI,TRUE,HD,2,1,TRUE
U1115,Female,29-05-1985,40,New Caledonia,Wisconsin,Mobile,"Hotstar,Prime",,41,1,07-05-2025,07-05-2026,Basic,15.3,USD,Wallet,TRUE,4K,4,4,FALSE
U1116,Other,17-07-1978,47,Cuba,Oregon,TV,"Hotstar,Netflix,Prime",,78,0,20-01-2024,19-01-2025,Basic,13.42,USD,UPI,FALSE,SD,1,1,TRUE
U1117,Male,26-07-2002,22,Uganda,Idaho,Mobile,"Hotstar,Netflix,Prime",,103,0,12-07-2023,11-07-2024,Basic,5.45,USD,Wallet,TRUE,4K,4,4,TRUE
U1118,Female,17-10-1999,25,San Marino,Nevada,Mobile,"Hotstar,Netflix,Prime",,21,1,04-08-2023,03-08-2024,Premium,12.79,INR,Wallet,TRUE,4K,1,1,FALSE
U1119,Female,14-06-1970,55,Estonia,New York,Mobile,"Hotstar,Netflix",,13,0,04-11-2023,03-11-2024,Premium,7.08,USD,Wallet,FALSE,SD,1,1,TRUE
U1120,Male,28-06-1975,50,Isle of Man,Washington,Mobile,"Hotstar,Netflix",,92,1,14-11-2024,14-11-2025,Premium,18.11,INR,Card,FALSE,SD,3,3,FALSE
U1121,Other,04-11-1990,34,Central African Republic,Florida,Mobile,Netflix,,43,1,18-06-2024,18-06-2025,Premium,16.39,INR,Wallet,TRUE,SD,4,2,FALSE
U1122,Other,01-08-1975,49,Suriname,Connecticut,Mobile,"Hotstar,Prime",,53,1,01-09-2024,01-09-2025,Standard,9.85,USD,UPI,FALSE,SD,3,1,TRUE
U1123,Male,05-03-1974,51,Sweden,Illinois,TV,"Hotstar,Prime",,26,1,20-02-2025,20-02-2026,Basic,13.97,USD,Wallet,FALSE,HD,3,2,FALSE
U1124,Male,14-04-1988,37,Indonesia,Vermont,TV,Hotstar,,6,1,29-02-2024,28-02-2025,Standard,17.33,USD,Wallet,FALSE,HD,4,1,TRUE
U1125,Other,17-10-1981,43,Turkmenistan,Florida,TV,Hotstar,,45,1,15-08-2023,14-08-2024,Basic,10.41,INR,UPI,FALSE,SD,1,1,TRUE
U1126,Other,19-05-1987,38,Ecuador,Oklahoma,Mobile,Hotstar,,72,1,19-04-2024,19-04-2025,Basic,19.56,INR,UPI,TRUE,4K,2,2,FALSE
U1127,Male,26-11-1981,43,Mongolia,New Mexico,Laptop,"Hotstar,Netflix,Prime",,94,0,02-05-2024,02-05-2025,Basic,10.73,USD,Card,TRUE,SD,3,3,TRUE
U1128,Male,12-05-2004,21,French Guiana,Utah,Mobile,"Hotstar,Netflix,Prime",,56,1,11-04-2025,11-04-2026,Basic,19.25,INR,UPI,FALSE,4K,1,1,FALSE
U1129,Female,19-05-1988,37,Kazakhstan,Tennessee,Mobile,Hotstar,,80,0,20-05-2024,20-05-2025,Standard,16.21,USD,UPI,TRUE,HD,1,1,FALSE
U1130,Other,16-06-1972,53,New Zealand,Indiana,Mobile,"Hotstar,Netflix,Prime",,88,1,12-03-2024,12-03-2025,Basic,16.94,USD,UPI,FALSE,SD,3,1,FALSE
U1131,Other,18-06-1994,31,Macao,Oregon,Laptop,"Hotstar,Netflix,Prime",,84,0,02-04-2025,02-04-2026,Premium,13.68,INR,Card,FALSE,SD,3,3,TRUE
U1132,Other,08-02-1983,42,India,New Hampshire,Laptop,"Netflix,Prime",,83,0,10-01-2024,09-01-2025,Standard,11.68,INR,Card,TRUE,4K,3,2,TRUE
U1133,Other,02-03-1997,28,United States of America,Pennsylvania,Mobile,"Hotstar,Netflix,Prime",,6,0,28-10-2024,28-10-2025,Basic,7.96,INR,Wallet,TRUE,4K,4,3,FALSE
U1134,Male,27-06-2001,24,Ukraine,North Carolina,Laptop,"Hotstar,Netflix,Prime",,92,1,09-11-2024,09-11-2025,Premium,14.62,INR,Wallet,TRUE,HD,1,1,FALSE
U1135,Male,01-11-1971,53,Barbados,Maryland,Mobile,"Netflix,Prime",,18,1,16-03-2024,16-03-2025,Standard,18.27,USD,UPI,TRUE,4K,3,3,FALSE
U1136,Female,20-06-1991,34,Czech Republic,Kansas,Laptop,Hotstar,,52,1,25-02-2024,24-02-2025,Basic,12.94,USD,Wallet,FALSE,4K,3,3,TRUE
U1137,Female,03-05-2001,24,Macao,Ohio,Mobile,Prime,,22,1,16-04-2024,16-04-2025,Premium,6.69,USD,UPI,TRUE,HD,3,1,FALSE
U1138,Female,07-12-1990,34,Kyrgyz Republic,Hawaii,TV,"Hotstar,Prime",,28,0,01-05-2025,01-05-2026,Standard,18.91,INR,Card,FALSE,HD,4,3,FALSE
U1139,Other,05-12-1986,38,Turks and Caicos Islands,Nevada,Mobile,"Hotstar,Netflix,Prime",,57,1,21-07-2024,21-07-2025,Standard,11.63,INR,Card,FALSE,SD,2,2,FALSE
U1140,Other,10-07-1978,47,Faroe Islands,Vermont,Laptop,"Hotstar,Netflix,Prime",,12,1,13-12-2024,13-12-2025,Premium,11.87,INR,Card,FALSE,HD,1,1,TRUE
U1141,Male,13-02-1990,35,Belize,Arkansas,TV,"Hotstar,Netflix",,109,0,03-02-2025,03-02-2026,Basic,9.74,INR,UPI,TRUE,HD,3,3,FALSE
U1142,Male,15-11-1964,60,Vietnam,Louisiana,TV,Netflix,,118,1,24-01-2024,23-01-2025,Premium,12.69,INR,Wallet,TRUE,4K,4,4,FALSE
U1143,Female,13-07-1980,45,Greece,West Virginia,Mobile,Netflix,,87,1,24-01-2025,24-01-2026,Premium,10.85,USD,UPI,FALSE,SD,1,1,TRUE
U1144,Male,24-11-2004,20,Tuvalu,California,Laptop,Prime,,80,1,30-04-2024,30-04-2025,Premium,14.31,INR,UPI,FALSE,HD,2,2,TRUE
U1145,Female,22-06-2004,21,Oman,Mississippi,Mobile,"Netflix,Prime",,112,0,30-05-2025,30-05-2026,Basic,13.49,USD,UPI,TRUE,SD,4,1,FALSE
